,description,project,duration,expected_duration,started_at,ended_at,project_hex_color
1064,記事読む,,1200,,2019-03-19T19:32:07+09:00,2019-03-19T19:52:07+09:00,
1065,Pomodoro Break,,180,,2019-03-19T16:18:18+09:00,2019-03-19T16:21:18+09:00,
1066,ドキュメント修正,,1062,,2019-03-19T16:00:39+09:00,2019-03-19T16:18:21+09:00,
1067,Pomodoro Break,,180,,2019-03-19T14:37:34+09:00,2019-03-19T14:40:34+09:00,
1068,ドキュメント修正,,1200,,2019-03-19T14:17:34+09:00,2019-03-19T14:37:34+09:00,
1069,Pomodoro Break,,180,,2019-03-19T12:53:49+09:00,2019-03-19T12:56:49+09:00,
1070,Pomodoro Break,,180,,2019-03-19T12:04:03+09:00,2019-03-19T12:07:03+09:00,
1071,Pomodoro Break,,180,,2019-03-19T11:39:01+09:00,2019-03-19T11:42:01+09:00,
1072,circleci orbを導入,,1200,,2019-03-19T11:19:01+09:00,2019-03-19T11:39:01+09:00,
1073,Pomodoro Break,,180,,2019-03-18T18:27:52+09:00,2019-03-18T18:30:52+09:00,
1074,読みたい記事を一通り読む,,1200,,2019-03-18T17:47:38+09:00,2019-03-18T18:07:38+09:00,
1075,Pomodoro Break,,180,,2019-03-18T17:44:33+09:00,2019-03-18T17:47:33+09:00,
1076,読みたい記事を一通り読む,,1200,,2019-03-18T17:24:33+09:00,2019-03-18T17:44:33+09:00,
1077,Pomodoro Break,,180,,2019-03-18T17:07:54+09:00,2019-03-18T17:10:54+09:00,
1078,読みたい記事を一通り読む,,1200,,2019-03-18T16:28:16+09:00,2019-03-18T16:48:16+09:00,
1079,Pomodoro Break,,180,,2019-03-18T16:25:11+09:00,2019-03-18T16:28:11+09:00,
1080,読みたい記事を一通り読む,,1200,,2019-03-18T16:05:11+09:00,2019-03-18T16:25:11+09:00,
1081,Pomodoro Break,,180,,2019-03-18T16:01:46+09:00,2019-03-18T16:04:46+09:00,
1082,誤訳の修正,,1200,,2019-03-18T15:41:46+09:00,2019-03-18T16:01:46+09:00,
1083,Pomodoro Break,,180,,2019-03-18T15:32:30+09:00,2019-03-18T15:35:30+09:00,
1084,自分の興味分野を見つける方法を探す,,1200,,2019-03-18T15:12:30+09:00,2019-03-18T15:32:30+09:00,
1085,Pomodoro Break,,180,,2019-03-18T14:54:03+09:00,2019-03-18T14:57:03+09:00,
1086,春休み前半の振り返りと春休みの残りの期間の計画立て,,1200,,2019-03-18T14:34:03+09:00,2019-03-18T14:54:03+09:00,
1087,風邪でロスした部分の巻き取り,,953,,2019-03-18T14:15:23+09:00,2019-03-18T14:31:16+09:00,
1088,タスク確認,,83,,2019-03-18T10:32:17+09:00,2019-03-18T10:33:40+09:00,
1089,Pomodoro Break,,180,,2019-03-16T16:38:13+09:00,2019-03-16T16:41:13+09:00,
1090,mates改善（タグのフォーマット化）,,1200,,2019-03-16T16:18:13+09:00,2019-03-16T16:38:13+09:00,
1091,Pomodoro Break,,180,,2019-03-16T16:14:51+09:00,2019-03-16T16:17:51+09:00,
1092,mates改善（タグのフォーマット化）,,1200,,2019-03-16T15:54:51+09:00,2019-03-16T16:14:51+09:00,
1093,Pomodoro Break,,180,,2019-03-14T20:44:56+09:00,2019-03-14T20:47:56+09:00,
1094,物件選び,,1200,,2019-03-14T20:24:56+09:00,2019-03-14T20:44:56+09:00,
1095,Pomodoro Break,,2,,2019-03-14T20:24:54+09:00,2019-03-14T20:24:56+09:00,
1096,物件選び,,1200,,2019-03-14T20:04:54+09:00,2019-03-14T20:24:54+09:00,
1097,Pomodoro Break,,180,,2019-03-14T19:23:50+09:00,2019-03-14T19:26:50+09:00,
1098,物件選び,,1200,,2019-03-14T19:03:50+09:00,2019-03-14T19:23:50+09:00,
1099,スノボの片付け,,3,,2019-03-14T19:03:40+09:00,2019-03-14T19:03:43+09:00,
1100,Pomodoro Break,,3,,2019-03-14T19:03:37+09:00,2019-03-14T19:03:40+09:00,
1101,スノボの片付け,,1200,,2019-03-14T18:43:37+09:00,2019-03-14T19:03:37+09:00,
1102,Pomodoro Break,,180,,2019-03-12T19:11:17+09:00,2019-03-12T19:14:17+09:00,
1103,Pomodoro Break,,180,,2019-03-12T17:37:39+09:00,2019-03-12T17:40:39+09:00,
1104,Pomodoro Break,,29,,2019-03-12T17:37:11+09:00,2019-03-12T17:37:40+09:00,
1105,circleci orbを導入,,1200,,2019-03-12T17:17:11+09:00,2019-03-12T17:37:11+09:00,
1106,Pomodoro Break,,180,,2019-03-12T17:13:59+09:00,2019-03-12T17:16:59+09:00,
1107,Pomodoro Break,,180,,2019-03-12T16:53:55+09:00,2019-03-12T16:56:55+09:00,
1108,circleci orbを導入,,331,,2019-03-12T16:48:29+09:00,2019-03-12T16:54:00+09:00,
1109,クローラ治す,,1200,,2019-03-12T16:33:07+09:00,2019-03-12T16:53:07+09:00,
1110,Pomodoro Break,,180,,2019-03-12T16:29:57+09:00,2019-03-12T16:32:57+09:00,
1111,クローラ治す,,1200,,2019-03-12T16:09:57+09:00,2019-03-12T16:29:57+09:00,
1112,Pomodoro Break,,180,,2019-03-12T15:22:10+09:00,2019-03-12T15:25:10+09:00,
1113,Pomodoro Break,,180,,2019-03-12T15:02:10+09:00,2019-03-12T15:05:10+09:00,
1114,評価面談,,113,,2019-03-12T15:00:23+09:00,2019-03-12T15:02:16+09:00,
1115,Pomodoro Break,,12,,2019-03-12T15:00:03+09:00,2019-03-12T15:00:15+09:00,
1116,クローラ治す,,1200,,2019-03-12T14:40:03+09:00,2019-03-12T15:00:03+09:00,
1117,Pomodoro Break,,180,,2019-03-12T14:36:22+09:00,2019-03-12T14:39:22+09:00,
1118,クローラ治す,,1200,,2019-03-12T14:16:22+09:00,2019-03-12T14:36:22+09:00,
1119,Pomodoro Break,,180,,2019-03-12T14:07:51+09:00,2019-03-12T14:10:51+09:00,
1120,クローラ治す,,1200,,2019-03-12T13:47:51+09:00,2019-03-12T14:07:51+09:00,
1121,Pomodoro Break,,180,,2019-03-12T13:44:02+09:00,2019-03-12T13:47:02+09:00,
1122,クローラ治す,,1500,,2019-03-12T13:19:02+09:00,2019-03-12T13:44:02+09:00,
1123,部屋の片付けする,,760,,2019-03-12T11:52:07+09:00,2019-03-12T12:04:47+09:00,
1124,LGTM団体立ち上げタスク進める,,511,,2019-03-12T11:42:37+09:00,2019-03-12T11:51:08+09:00,
1125,LGTM広報タスクを進める,,98,,2019-03-12T11:40:47+09:00,2019-03-12T11:42:25+09:00,
1126,React入門,,405,,2019-03-12T11:34:02+09:00,2019-03-12T11:40:47+09:00,
1127,Pomodoro Break,,180,,2019-03-12T11:30:55+09:00,2019-03-12T11:33:55+09:00,
1128,React入門,,1200,,2019-03-12T11:10:55+09:00,2019-03-12T11:30:55+09:00,
1129,目標確認,,942,,2019-03-12T10:55:04+09:00,2019-03-12T11:10:46+09:00,
1130,記事読む,,304,,2019-03-12T10:49:50+09:00,2019-03-12T10:54:54+09:00,
1131,twitterなど見る,,1144,,2019-03-11T18:29:53+09:00,2019-03-11T18:48:57+09:00,
1132,Pomodoro Break,,8,,2019-03-11T18:29:45+09:00,2019-03-11T18:29:53+09:00,
1133,twitterなど見る,,1200,,2019-03-11T18:09:44+09:00,2019-03-11T18:29:44+09:00,
1134,OSSコントビュート,,992,,2019-03-11T17:23:20+09:00,2019-03-11T17:39:52+09:00,
1135,Pomodoro Break,,5,,2019-03-11T17:23:15+09:00,2019-03-11T17:23:20+09:00,
1136,OSSコントビュート,,1200,,2019-03-11T17:03:15+09:00,2019-03-11T17:23:15+09:00,
1137,Pomodoro Break,,7,,2019-03-11T17:03:06+09:00,2019-03-11T17:03:13+09:00,
1138,OSSコントビュート,,1200,,2019-03-11T16:43:06+09:00,2019-03-11T17:03:06+09:00,
1139,Pomodoro Break,,5,,2019-03-11T16:43:01+09:00,2019-03-11T16:43:06+09:00,
1140,OSSコントビュート,,1200,,2019-03-11T16:23:01+09:00,2019-03-11T16:43:01+09:00,
1141,Pomodoro Break,,11,,2019-03-11T16:22:46+09:00,2019-03-11T16:22:57+09:00,
1142,睡眠,,1200,,2019-03-11T16:02:46+09:00,2019-03-11T16:22:46+09:00,
1143,OSSコントビュート,,713,,2019-03-11T15:50:53+09:00,2019-03-11T16:02:46+09:00,
1144,Pomodoro Break,,180,,2019-03-11T15:47:47+09:00,2019-03-11T15:50:47+09:00,
1145,OSSコントビュート,,1200,,2019-03-11T15:27:47+09:00,2019-03-11T15:47:47+09:00,
1146,Pomodoro Break,,180,,2019-03-11T15:24:40+09:00,2019-03-11T15:27:40+09:00,
1147,OSSコントビュート,,1200,,2019-03-11T15:04:40+09:00,2019-03-11T15:24:40+09:00,
1148,Pomodoro Break,,180,,2019-03-11T15:01:32+09:00,2019-03-11T15:04:32+09:00,
1149,OSSコントビュート,,1200,,2019-03-11T14:41:32+09:00,2019-03-11T15:01:32+09:00,
1150,睡眠,,922,,2019-03-11T14:26:07+09:00,2019-03-11T14:41:29+09:00,
1151,OSSコントビュート,,487,,2019-03-11T14:17:54+09:00,2019-03-11T14:26:01+09:00,
1152,タスク確認,,539,,2019-03-11T14:08:36+09:00,2019-03-11T14:17:35+09:00,
1153,Pomodoro Break,,180,,2019-03-09T23:07:54+09:00,2019-03-09T23:10:54+09:00,
1154,さんぱちロゴ,,1200,,2019-03-09T22:47:26+09:00,2019-03-09T23:07:26+09:00,
1155,Pomodoro Break,,180,,2019-03-09T22:44:23+09:00,2019-03-09T22:47:23+09:00,
1156,さんぱちロゴ,,1200,,2019-03-09T22:24:23+09:00,2019-03-09T22:44:23+09:00,
1157,Pomodoro Break,,4,,2019-03-09T22:24:19+09:00,2019-03-09T22:24:23+09:00,
1158,さんぱちロゴ,,1200,,2019-03-09T22:04:19+09:00,2019-03-09T22:24:19+09:00,
1159,Pomodoro Break,,180,,2019-03-09T17:44:08+09:00,2019-03-09T17:47:08+09:00,
1160,LT準備,,1200,,2019-03-09T17:24:08+09:00,2019-03-09T17:44:08+09:00,
1161,Pomodoro Break,,3,,2019-03-09T17:24:05+09:00,2019-03-09T17:24:08+09:00,
1162,LT準備,,1200,,2019-03-09T17:04:05+09:00,2019-03-09T17:24:05+09:00,
1163,Pomodoro Break,,180,,2019-03-09T17:00:50+09:00,2019-03-09T17:03:50+09:00,
1164,LT準備,,1200,,2019-03-09T16:34:58+09:00,2019-03-09T16:54:58+09:00,
1165,Pomodoro Break,,4,,2019-03-09T16:34:54+09:00,2019-03-09T16:34:58+09:00,
1166,LT準備,,1200,,2019-03-09T16:14:54+09:00,2019-03-09T16:34:54+09:00,
1167,Pomodoro Break,,4,,2019-03-09T16:14:50+09:00,2019-03-09T16:14:54+09:00,
1168,LT準備,,1200,,2019-03-09T15:54:50+09:00,2019-03-09T16:14:50+09:00,
1169,Pomodoro Break,,180,,2019-03-09T15:40:24+09:00,2019-03-09T15:43:24+09:00,
1170,LT準備,,1200,,2019-03-09T15:20:24+09:00,2019-03-09T15:40:24+09:00,
1171,Pomodoro Break,,7,,2019-03-09T15:20:17+09:00,2019-03-09T15:20:24+09:00,
1172,LT準備,,1200,,2019-03-09T15:00:17+09:00,2019-03-09T15:20:17+09:00,
1173,タスクの確認,,492,,2019-03-09T14:51:28+09:00,2019-03-09T14:59:40+09:00,
1174,Pomodoro Break,,180,,2019-03-08T15:05:46+09:00,2019-03-08T15:08:46+09:00,
1175,クローラチェック,,1200,,2019-03-08T14:45:46+09:00,2019-03-08T15:05:46+09:00,
1176,Pomodoro Break,,5,,2019-03-08T14:45:41+09:00,2019-03-08T14:45:46+09:00,
1177,クローラチェック,,1200,,2019-03-08T14:25:41+09:00,2019-03-08T14:45:41+09:00,
1178,Pomodoro Break,,6,,2019-03-08T14:25:35+09:00,2019-03-08T14:25:41+09:00,
1179,クローラチェック,,1200,,2019-03-08T14:05:35+09:00,2019-03-08T14:25:35+09:00,
1180,Pomodoro Break,,8,,2019-03-08T14:05:27+09:00,2019-03-08T14:05:35+09:00,
1181,クローラチェック,,1200,,2019-03-08T13:45:27+09:00,2019-03-08T14:05:27+09:00,
1182,Pomodoro Break,,180,,2019-03-08T13:02:03+09:00,2019-03-08T13:05:03+09:00,
1183,circleci bundle update prの導入,,1200,,2019-03-08T12:28:07+09:00,2019-03-08T12:48:07+09:00,
1184,クローラチェック,,39,,2019-03-08T12:27:27+09:00,2019-03-08T12:28:06+09:00,
1185,circleci bundle update prの導入,,466,,2019-03-08T12:19:35+09:00,2019-03-08T12:27:21+09:00,
1186,Qiita記事(CSSFW)のコンテンツ作成,,89,,2019-03-04T11:58:06+09:00,2019-03-04T11:59:35+09:00,
1187,LGTM広報タスクを進める（HPのスケッチ）,,628,,2019-03-03T21:17:02+09:00,2019-03-03T21:27:30+09:00,
1188,Pomodoro Break,,180,,2019-03-03T21:03:26+09:00,2019-03-03T21:06:26+09:00,
1189,LGTM広報タスクを進める（HPのスケッチ）,,1200,,2019-03-03T20:43:26+09:00,2019-03-03T21:03:26+09:00,
1190,Pomodoro Break,,180,,2019-03-03T20:40:15+09:00,2019-03-03T20:43:15+09:00,
1191,LGTM広報タスクを進める,,1200,,2019-03-03T20:20:15+09:00,2019-03-03T20:40:15+09:00,
1192,さんぱちのロゴ,,235,,2019-03-03T20:16:13+09:00,2019-03-03T20:20:08+09:00,
1193,Pomodoro Break,,4,,2019-03-03T20:16:09+09:00,2019-03-03T20:16:13+09:00,
1194,さんぱちのロゴ,,1200,,2019-03-03T19:56:09+09:00,2019-03-03T20:16:09+09:00,
1195,Pomodoro Break,,8,,2019-03-03T19:56:01+09:00,2019-03-03T19:56:09+09:00,
1196,さんぱちのロゴ,,1200,,2019-03-03T19:36:01+09:00,2019-03-03T19:56:01+09:00,
1197,Pomodoro Break,,249,,2019-03-03T19:31:45+09:00,2019-03-03T19:35:54+09:00,
1198,プレゼンの振り返り,,936,,2019-03-03T19:11:31+09:00,2019-03-03T19:27:07+09:00,
1199,Pomodoro Break,,4,,2019-03-03T19:11:27+09:00,2019-03-03T19:11:31+09:00,
1200,プレゼンの振り返り,,1200,,2019-03-03T18:51:27+09:00,2019-03-03T19:11:27+09:00,
1201,Pomodoro Break,,180,,2019-03-03T18:16:56+09:00,2019-03-03T18:19:56+09:00,
1202,タスクの確認,,1200,,2019-03-03T17:37:29+09:00,2019-03-03T17:57:29+09:00,
1203,さんぱちのロゴ,,594,,2019-03-03T17:24:28+09:00,2019-03-03T17:34:22+09:00,
1204,Pomodoro Break,,180,,2019-03-03T17:17:12+09:00,2019-03-03T17:20:12+09:00,
1205,さんぱちのロゴ,,1200,,2019-03-03T16:57:12+09:00,2019-03-03T17:17:12+09:00,
1206,Pomodoro Break,,180,,2019-03-03T16:54:06+09:00,2019-03-03T16:57:06+09:00,
1207,さんぱちのロゴ,,1200,,2019-03-03T16:34:06+09:00,2019-03-03T16:54:06+09:00,
1208,Pomodoro Break,,180,,2019-03-03T16:30:58+09:00,2019-03-03T16:33:58+09:00,
1209,さんぱちのロゴ,,1200,,2019-03-03T16:10:58+09:00,2019-03-03T16:30:58+09:00,
1210,Pomodoro Break,,142,,2019-03-03T16:08:34+09:00,2019-03-03T16:10:56+09:00,
1211,さんぱちのロゴ,,1200,,2019-03-03T15:48:34+09:00,2019-03-03T16:08:34+09:00,
1212,Pomodoro Break,,180,,2019-03-01T22:29:46+09:00,2019-03-01T22:32:46+09:00,
1213,matesへcircleciを導入,,1200,,2019-03-01T22:09:46+09:00,2019-03-01T22:29:46+09:00,
1214,Pomodoro Break,,180,,2019-03-01T22:00:39+09:00,2019-03-01T22:03:39+09:00,
1215,matesへcircleciを導入,,1200,,2019-03-01T21:40:39+09:00,2019-03-01T22:00:39+09:00,
1216,Pomodoro Break,,180,,2019-03-01T20:53:00+09:00,2019-03-01T20:56:00+09:00,
1217,matesへcircleciを導入,,1200,,2019-03-01T20:14:09+09:00,2019-03-01T20:34:09+09:00,
1218,Pomodoro Break,,180,,2019-03-01T20:08:43+09:00,2019-03-01T20:11:43+09:00,
1219,matesへcircleciを導入,,1200,,2019-03-01T19:48:43+09:00,2019-03-01T20:08:43+09:00,
1220,Pomodoro Break,,16,,2019-03-01T19:48:24+09:00,2019-03-01T19:48:40+09:00,
1221,matesへcircleciを導入,,1200,,2019-03-01T19:16:32+09:00,2019-03-01T19:36:32+09:00,
1222,Pomodoro Break,,180,,2019-03-01T19:04:52+09:00,2019-03-01T19:07:52+09:00,
1223,matesへcircleciを導入,,1200,,2019-03-01T18:44:52+09:00,2019-03-01T19:04:52+09:00,
1224,Pomodoro Break,,180,,2019-03-01T18:41:47+09:00,2019-03-01T18:44:47+09:00,
1225,qiitaコントリビューション数を増やすための方法を調べる,,1200,,2019-03-01T18:21:47+09:00,2019-03-01T18:41:47+09:00,
1226,Pomodoro Break,,9,,2019-03-01T18:21:42+09:00,2019-03-01T18:21:51+09:00,
1227,qiitaコントリビューション数を増やすための方法を調べる,,1200,,2019-03-01T18:01:42+09:00,2019-03-01T18:21:42+09:00,
1228,さんぱちのロゴの大まかな方向性を決める,,692,,2019-03-01T17:30:16+09:00,2019-03-01T17:41:48+09:00,
1229,Pomodoro Break,,180,,2019-03-01T17:19:57+09:00,2019-03-01T17:22:57+09:00,
1230,さんぱちのロゴの大まかな方向性を決める,,1200,,2019-03-01T16:59:57+09:00,2019-03-01T17:19:57+09:00,
1231,Pomodoro Break,,118,,2019-03-01T16:57:42+09:00,2019-03-01T16:59:40+09:00,
1232,LGTM/dp9/さんぱちのロゴごちゃっとしているところの整理,,1200,,2019-03-01T16:37:42+09:00,2019-03-01T16:57:42+09:00,
1233,LGTM広報タスクを進める,,670,,2019-03-01T16:26:02+09:00,2019-03-01T16:37:12+09:00,
1234,Pomodoro Break,,5,,2019-03-01T16:25:57+09:00,2019-03-01T16:26:02+09:00,
1235,LGTM広報タスクを進める,,1200,,2019-03-01T16:05:57+09:00,2019-03-01T16:25:57+09:00,
1236,Pomodoro Break,,300,,2019-02-28T14:59:59+09:00,2019-02-28T15:04:59+09:00,
1237,クローラ修正,,1500,,2019-02-28T14:34:59+09:00,2019-02-28T14:59:59+09:00,
1238,Pomodoro Break,,300,,2019-02-28T14:09:25+09:00,2019-02-28T14:14:25+09:00,
1239,nginxのログを修正するバッチ,,1500,,2019-02-28T13:44:25+09:00,2019-02-28T14:09:25+09:00,
1240,Pomodoro Break,,300,,2019-02-28T13:39:22+09:00,2019-02-28T13:44:22+09:00,
1241,Pomodoro Break,,180,,2019-02-28T13:39:22+09:00,2019-02-28T13:42:22+09:00,
1242,Pomodoro Break,,300,,2019-02-28T11:53:45+09:00,2019-02-28T11:58:45+09:00,
1243,nginxのログを修正するバッチ,,1200,,2019-02-28T11:28:45+09:00,2019-02-28T11:48:45+09:00,
1244,Pomodoro Break,,300,,2019-02-28T10:46:11+09:00,2019-02-28T10:51:11+09:00,
1245,zozo/サービス終了のお知らせ,,1500,,2019-02-28T10:21:11+09:00,2019-02-28T10:46:11+09:00,
1246,Notionの設定/今日知らなかったことを調べる（今後はNotionに記していく）,,874,,2019-02-27T18:43:28+09:00,2019-02-27T18:58:02+09:00,
1247,日報を書く,,418,,2019-02-27T18:36:18+09:00,2019-02-27T18:43:16+09:00,
1248,Pomodoro Break,,300,,2019-02-27T15:18:49+09:00,2019-02-27T15:23:49+09:00,
1249,バッチの作成/エラーページへのリダイレクト/それらのissue化,,1500,,2019-02-27T14:53:49+09:00,2019-02-27T15:18:49+09:00,
1250,Pomodoro Break,,180,,2019-02-27T12:26:18+09:00,2019-02-27T12:29:18+09:00,
1251,Pomodoro Break,,300,,2019-02-27T12:24:46+09:00,2019-02-27T12:29:46+09:00,
1252,バッチの作成/エラーページへのリダイレクト/それらのissue化,,1500,,2019-02-27T11:59:46+09:00,2019-02-27T12:24:46+09:00,
1253,ロクシタン,,1200,,2019-02-27T10:20:35+09:00,2019-02-27T10:40:35+09:00,
1254,Pomodoro Break,,180,,2019-02-26T23:24:22+09:00,2019-02-26T23:27:22+09:00,
1255,matesを作りましたという話を書く,,1200,,2019-02-26T23:04:22+09:00,2019-02-26T23:24:22+09:00,
1256,Pomodoro Break,,180,,2019-02-26T21:23:28+09:00,2019-02-26T21:26:28+09:00,
1257,matesを作りましたという話を書く,,1200,,2019-02-26T21:03:28+09:00,2019-02-26T21:23:28+09:00,
1258,Pomodoro Break,,7,,2019-02-26T21:03:21+09:00,2019-02-26T21:03:28+09:00,
1259,matesを作りましたという話を書く,,1200,,2019-02-26T20:43:21+09:00,2019-02-26T21:03:21+09:00,
1260,matesを作りましたという話を書く,,863,,2019-02-26T19:27:44+09:00,2019-02-26T19:42:07+09:00,
1261,Pomodoro Break,,3,,2019-02-26T19:27:41+09:00,2019-02-26T19:27:44+09:00,
1262,matesを作りましたという話を書く,,1200,,2019-02-26T19:07:41+09:00,2019-02-26T19:27:41+09:00,
1263,Pomodoro Break,,2,,2019-02-26T19:07:39+09:00,2019-02-26T19:07:41+09:00,
1264,matesを作りましたという話を書く,,1200,,2019-02-26T18:47:39+09:00,2019-02-26T19:07:39+09:00,
1265,Pomodoro Break,,4,,2019-02-26T18:47:35+09:00,2019-02-26T18:47:39+09:00,
1266,matesを作りましたという話を書く,,1200,,2019-02-26T18:27:35+09:00,2019-02-26T18:47:35+09:00,
1267,Pomodoro Break,,180,,2019-02-26T18:24:30+09:00,2019-02-26T18:27:30+09:00,
1268,matesを作りましたという話を書く,,1200,,2019-02-26T18:04:30+09:00,2019-02-26T18:24:30+09:00,
1269,Pomodoro Break,,180,,2019-02-26T18:01:21+09:00,2019-02-26T18:04:21+09:00,
1270,KERNEL面接を経て,,1200,,2019-02-26T17:41:21+09:00,2019-02-26T18:01:21+09:00,
1271,Pomodoro Break,,180,,2019-02-26T14:50:29+09:00,2019-02-26T14:53:29+09:00,
1272,break,,1200,,2019-02-26T14:30:29+09:00,2019-02-26T14:50:29+09:00,
1273,自分のHPで使うFWを決める,,6,,2019-02-26T14:30:16+09:00,2019-02-26T14:30:22+09:00,
1274,Pomodoro Break,,180,,2019-02-26T14:27:12+09:00,2019-02-26T14:30:12+09:00,
1275,自分のHPで使うFWを決める,,1200,,2019-02-26T14:07:12+09:00,2019-02-26T14:27:12+09:00,
1276,Pomodoro Break,,52,,2019-02-26T10:11:15+09:00,2019-02-26T10:12:07+09:00,
1277,キャッチコピーの候補を10個作る,,3,,2019-02-26T10:11:08+09:00,2019-02-26T10:11:11+09:00,
1278,Pomodoro Break,,3,,2019-02-26T10:11:05+09:00,2019-02-26T10:11:08+09:00,
1279,キャッチコピーの候補を10個作る,,1200,,2019-02-26T09:51:05+09:00,2019-02-26T10:11:05+09:00,
1280,Pomodoro Break,,180,,2019-02-26T09:47:34+09:00,2019-02-26T09:50:34+09:00,
1281,LGTM広報タスクを進める,,1200,,2019-02-26T09:27:34+09:00,2019-02-26T09:47:34+09:00,
1282,団体のスローガンの案出しをする,,1038,,2019-02-26T01:39:22+09:00,2019-02-26T01:56:40+09:00,
1283,Pomodoro Break,,13,,2019-02-26T01:39:09+09:00,2019-02-26T01:39:22+09:00,
1284,団体のスローガンの案出しをする,,1200,,2019-02-26T01:19:09+09:00,2019-02-26T01:39:09+09:00,
1285,Pomodoro Break,,12,,2019-02-26T01:17:25+09:00,2019-02-26T01:17:37+09:00,
1286,タスク一覧の更新,,1200,,2019-02-26T00:57:25+09:00,2019-02-26T01:17:25+09:00,
1287,LGTMの広報のタスクを進める,,2,,2019-02-25T22:22:20+09:00,2019-02-25T22:22:22+09:00,
1288,Pomodoro Break,,8,,2019-02-25T22:22:12+09:00,2019-02-25T22:22:20+09:00,
1289,LGTMの広報のタスクを進める,,1200,,2019-02-25T22:02:12+09:00,2019-02-25T22:22:12+09:00,
1290,Pomodoro Break,,180,,2019-02-25T21:58:42+09:00,2019-02-25T22:01:42+09:00,
1291,matesの記事を書くための前準備,,1200,,2019-02-25T21:38:42+09:00,2019-02-25T21:58:42+09:00,
1292,Pomodoro Break,,180,,2019-02-25T21:35:15+09:00,2019-02-25T21:38:15+09:00,
1293,自身のHPの仕様決め,,1200,,2019-02-25T21:15:15+09:00,2019-02-25T21:35:15+09:00,
1294,何をやるかの決定,,866,,2019-02-25T21:00:32+09:00,2019-02-25T21:14:58+09:00,
1295,今やれることの洗い出しと細分化,,808,,2019-02-25T20:46:46+09:00,2019-02-25T21:00:14+09:00,
1296,Pomodoro Break,,15,,2019-02-25T20:45:24+09:00,2019-02-25T20:45:39+09:00,
1297,今後何するか決める,,1200,,2019-02-25T20:22:20+09:00,2019-02-25T20:42:20+09:00,
